882a100a39fffff,40.87817179829094,-73.93925910865909
882a100a3bfffff,40.87029328975703,-73.93681223487924
882a100a3dfffff,40.88053201354162,-73.95007981712327
882a100a41fffff,40.91048860794453,-73.91902141143183
882a100a43fffff,40.90260654147786,-73.91657629173959
882a100a45fffff,40.912851781578816,-73.92984838709505
882a100a47fffff,40.90496967670563,-73.92740130341902
882a100a49fffff,40.91600727360278,-73.91063960235304
882a100a4bfffff,40.908124511442004,-73.90819562013435
882a100a4dfffff,40.918371408734956,-73.92146735806378
882a100a51fffff,40.89236119101144,-73.90331013409622
882a100a53fffff,40.88448063321968,-73.9008686294569
882a100a55fffff,40.894725209574204,-73.91413199857669
882a100a57fffff,40.886844612472615,-73.91168853153299
882a100a59fffff,40.897877504138854,-73.8949298213347
882a100a5bfffff,40.88999625085141,-73.89248945407833
882a100a5dfffff,40.90024248383186,-73.90575246418544
882a100a61fffff,40.90969317842234,-73.94905487683882
882a100a63fffff,40.901811731968316,-73.94660469301371
882a100a65fffff,40.912053544169524,-73.95988343742056
882a100a67fffff,40.904172060432145,-73.95743128956225
882a100a69fffff,40.915214031973704,-73.94067654654502
882a100a6bfffff,40.90733188914411,-73.93822749864512
882a100a6dfffff,40.91757535875816,-73.95150588920231
882a100a81fffff,40.836425667265026,-73.91622327239955
882a100a83fffff,40.82855087627298,-73.91378248473355
882a100a85fffff,40.83878660877817,-73.92703300051946
882a100a87fffff,40.83091177801377,-73.92459025507257
882a100a89fffff,40.84193929388881,-73.90785437873005
882a100a8bfffff,40.83406380663561,-73.905414725091
882a100a8dfffff,40.844301194513214,-73.91866488424684
882a100a91fffff,40.818315041812575,-73.90053788794832
882a100a93fffff,40.810441764717446,-73.8981007036288
882a100a95fffff,40.82067682177467,-73.91134252084045
882a100a97fffff,40.81280350400749,-73.90890338031213
882a100a99fffff,40.823826317158066,-73.89217048634661
882a100a9bfffff,40.81595234400097,-73.88973443596365
882a100a9dfffff,40.8261890558644,-73.90297589496645
882a100aa1fffff,40.835630824012604,-73.94620933516283
882a100aa3fffff,40.827756650865,-73.94376349920987
882a100aa5fffff,40.83798896753131,-73.95702064376115
882a100aa7fffff,40.83011475573098,-73.95457284997781
882a100aa9fffff,40.84114663080507,-73.9378439088746
882a100aabfffff,40.8332717607169,-73.93539920540775
882a100aadfffff,40.843505732975906,-73.94865599688833
882a100ab1fffff,40.81752422890384,-73.93051227338314
882a100ab3fffff,40.80965156765415,-73.92807004400815
882a100ab5fffff,40.819883213770915,-73.94131848862034
882a100ab7fffff,40.812010512967944,-73.93887430298544
882a100ab9fffff,40.82303768351726,-73.92214833406508
882a100abbfffff,40.815164325526204,-73.91970723708859
882a100abdfffff,40.82539762667059,-73.93295532704686
882a100ac1fffff,40.85532957686145,-73.90192291635687
882a100ac3fffff,40.84745265734937,-73.89948357376652
882a100ac5fffff,40.857692476890215,-73.91273615818517
882a100ac7fffff,40.849815517386276,-73.91029485629191
882a100ac9fffff,40.86084337240267,-73.89354906414414
882a100acbfffff,40.8529657571109,-73.89111085721159
882a100acdfffff,40.863207232368005,-73.90436308301975
882a100ad1fffff,40.83721273542622,-73.88623691315279
882a100ad3fffff,40.82933732950864,-73.88380117521034
882a100ad5fffff,40.83957647406968,-73.89704505484018
882a100ad7fffff,40.83170102726007,-73.89460735916954
882a100ad9fffff,40.84272417982722,-73.87786455661951
882a100adbfffff,40.8348480783289,-73.87542995424305
882a100addfffff,40.8450888780395,-73.88867347368388
882a100ae1fffff,40.8545384781595,-73.93192096636658
882a100ae3fffff,40.84666217557273,-73.92947657081446
882a100ae5fffff,40.85689857815535,-73.9427357927625
882a100ae7fffff,40.849022236697245,-73.9402894378564
882a100ae9fffff,40.86005445682666,-73.92355058212016
882a100aebfffff,40.85217745777975,-73.92110732068406
882a100aedfffff,40.86241551630037,-73.93436618758498
882a100b01fffff,40.908078912928495,-74.00912084477659
882a100b03fffff,40.900198715279366,-74.00666053705147
882a100b05fffff,40.91043366032097,-74.01995255723774
882a100b07fffff,40.90255342763455,-74.01749028539032
882a100b09fffff,40.91360413606915,-74.00074948564449
882a100b0bfffff,40.9057232406844,-73.99829031074248
882a100b0dfffff,40.91595984357285,-74.01158198423315
882a100b11fffff,40.88996364982433,-73.99337445371293
882a100b13fffff,40.88208495482839,-73.99091777076136
882a100b15fffff,40.89231925086539,-74.00420106064534
882a100b17fffff,40.884440519926315,-74.00174241514594
882a100b19fffff,40.89548651773468,-73.9850045755251
882a100b1bfffff,40.88760712520163,-73.98254902531441
882a100b1dfffff,40.89784307852286,-73.99583196690266
882a100b21fffff,40.90726007766312,-74.0391533143111
882a100b23fffff,40.89938050880401,-74.03668794683544
882a100b25fffff,40.90961201459793,-74.04998659372832
882a100b27fffff,40.90173241182443,-74.04751926209067
882a100b29fffff,40.912787482492234,-74.0307854475439
882a100b2bfffff,40.90490721521893,-74.02832121133756
882a100b2dfffff,40.915140379072845,-74.04161951511257
882a100b31fffff,40.889148879249184,-74.02339523648264
882a100b33fffff,40.88127081103259,-74.0209334970086
882a100b35fffff,40.89150167273563,-74.03422341227248
882a100b37fffff,40.88362356969798,-74.0317597102093
882a100b39fffff,40.89467392795528,-74.01502884553082
882a100b3bfffff,40.886795161523025,-74.01256823724667
882a100b3dfffff,40.89702768072457,-74.0258578077881
882a100b41fffff,40.9270114223762,-73.99483508029932
882a100b43fffff,40.91912909651911,-73.99237620769183
882a100b45fffff,40.92936812554816,-74.00567033028517
882a100b47fffff,40.92148576443712,-74.00320949202116
882a100b49fffff,40.93253681685231,-73.98645874876537
882a100b4bfffff,40.92465379374084,-73.98400101061657
882a100b4dfffff,40.934894480964196,-73.99729478453696
882a100b51fffff,40.90888994663491,-73.97908802678663
882a100b53fffff,40.90100912312044,-73.97663278028112
882a100b55fffff,40.91124750363317,-73.98991816630182
882a100b57fffff,40.90336664395842,-73.98746095571695
882a100b59fffff,40.91441298601502,-73.97071317981037
882a100b5bfffff,40.90653146544449,-73.96825906767992
882a100b5dfffff,40.916771503588336,-73.98154410342777
882a100b61fffff,40.926196323754766,-74.02487959854776
882a100b63fffff,40.91831462577447,-74.02241566148587
882a100b65fffff,40.928550214414706,-74.03571641957991
882a100b67fffff,40.9206684823043,-74.03325051682022
882a100b69fffff,40.931723902886574,-74.01650675999187
882a100b6bfffff,40.923841506972316,-74.01404395583391
882a100b6dfffff,40.93407875402143,-74.02734436883676
882a100c01fffff,40.726245700528274,-73.88212706011622
882a100c03fffff,40.71838124198204,-73.87969776822739
882a100c05fffff,40.72860606472712,-73.8929094398404
882a100c07fffff,40.72074156325932,-73.89047819947287
882a100c09fffff,40.73174957844374,-73.87377401932848
882a100c0bfffff,40.723884423476356,-73.8713458578538
882a100c0dfffff,40.734110898639436,-73.88455717049288
882a100c11fffff,40.70815633314274,-73.86649198797637
882a100c13fffff,40.700293398245826,-73.86406627876512
882a100c15fffff,40.710517523235616,-73.87726929442161
882a100c17fffff,40.70265454452374,-73.87484163829446
882a100c19fffff,40.71365786257528,-73.85814043797455
882a100c1bfffff,40.70579423145748,-73.85571585908458
882a100c1dfffff,40.71602000829777,-73.86891851420457
882a100c21fffff,40.72545946711864,-73.9120425913492
882a100c23fffff,40.71759562027398,-73.90960827337803
882a100c25fffff,40.727817048963885,-73.92282655083757
882a100c27fffff,40.71995316031207,-73.92039028433493
882a100c29fffff,40.730965515704185,-73.90369299645536
882a100c2bfffff,40.72310097176101,-73.90125980737048
882a100c2dfffff,40.73332405309091,-73.91447772938976
882a100c31fffff,40.707374102165176,-73.89639588701733
882a100c33fffff,40.6995117769823,-73.89396515493917
882a100c35fffff,40.70973251279204,-73.90717477507079
882a100c37fffff,40.70187014490773,-73.90474209602236
882a100c39fffff,40.71287780136745,-73.88804777785049
882a100c3bfffff,40.70501477928632,-73.88561817456845
882a100c3dfffff,40.7152371671697,-73.89882743769283
882a100c41fffff,40.74511978717058,-73.867846925167
882a100c43fffff,40.73725319647277,-73.86541907681531
882a100c45fffff,40.747482106804924,-73.87863279737306
882a100c47fffff,40.73961547296498,-73.87620299903325
882a100c49fffff,40.750623840722945,-73.8594889485998
882a100c4bfffff,40.74275655408224,-73.85706223228271
882a100c4dfffff,40.752987117175884,-73.87027559189559
882a100c51fffff,40.727024199630215,-73.85221125238502
882a100c53fffff,40.71915913228882,-73.84978698799557
882a100c55fffff,40.72938734531765,-73.86299204643572
882a100c57fffff,40.72152223394021,-73.8605658336236
882a100c59fffff,40.732525904834944,-73.84385477019545
882a100c5bfffff,40.7246601417507,-73.84143163774627
882a100c5dfffff,40.73489000697298,-73.8546363336793
882a100c61fffff,40.744337285450136,-73.8977743784313
882a100c63fffff,40.736471305535794,-73.89534149935811
882a100c65fffff,40.746696820705175,-73.9085618344685
882a100c67fffff,40.73883079876401,-73.90612700535283
882a100c69fffff,40.74984351261602,-73.88941984832974
882a100c6bfffff,40.74197683608044,-73.8869880997623
882a100c6dfffff,40.75220400423472,-73.90020807746548
882a100c81fffff,40.67121003470865,-73.86513918249219
882a100c83fffff,40.663350759683155,-73.8627156087005
882a100c85fffff,40.67357009375945,-73.8759079367579
882a100c87fffff,40.66571077424797,-73.87348241911533
882a100c89fffff,40.67670903744654,-73.85679404919529
882a100c8bfffff,40.66884906592389,-73.85437160401548
882a100c8dfffff,40.679070050939316,-73.86756357194415
882a100c91fffff,40.65313134739605,-73.84952915825367
882a100c93fffff,40.64527360085754,-73.84710915686678
882a100c95fffff,40.65549222609632,-73.86029285016616
882a100c97fffff,40.647634434181526,-73.85787090648658
882a100c99fffff,40.65862800305439,-73.84118551508878
882a100c9bfffff,40.6507695602195,-73.83876664221967
882a100c9dfffff,40.66098983582924,-73.8519499738358
882a100ca1fffff,40.67042807403864,-73.89501956432312
882a100ca3fffff,40.66256940765964,-73.89259097550078
882a100ca5fffff,40.67278535852895,-73.90578989797875
882a100ca7fffff,40.66492664877579,-73.90335936525115
882a100ca9fffff,40.67592924270822,-73.88667786624426
882a100cabfffff,40.668069879155745,-73.88425040451236
882a100cadfffff,40.678287481186985,-73.89744897038248
882a100cb1fffff,40.65235337526236,-73.87939793037661
882a100cb3fffff,40.644496235388495,-73.87697291716648
882a100cb5fffff,40.65471148228376,-73.89016320351188
882a100cb7fffff,40.6468542981446,-73.8877362479531
882a100cb9fffff,40.65785219595222,-73.87105771739
882a100cbbfffff,40.64999435910572,-73.86863383117894
882a100cbdfffff,40.66021125659591,-73.88182375935754
882a100cc1fffff,40.690069190900715,-73.85086914996671
882a100cc3fffff,40.682207781930046,-73.84844701893198
882a100cc5fffff,40.692431203841416,-73.86164138616687
882a100cc7fffff,40.684569750163654,-73.85921730977805
882a100cc9fffff,40.69556837261858,-73.84251909221747
882a100ccbfffff,40.68770626762741,-73.84009809140981
882a100ccdfffff,40.697931340821214,-73.85329209654981
882a100cd1fffff,40.67198428139719,-73.83525853405375
882a100cd3fffff,40.66412440062533,-73.83283997670016
882a100cd5fffff,40.674347114143025,-73.84602570304254
882a100cd7fffff,40.66648718777333,-73.84360520189566
882a100cd9fffff,40.67748111616934,-73.82690997001826
882a100cdbfffff,40.6696205395776,-73.82449254279622
882a100cddfffff,40.67984490380905,-73.83767790548947
882a100ce1fffff,40.68929095549475,-73.88076142140778
882a100ce3fffff,40.68143015425301,-73.87833427072088
882a100ce5fffff,40.6916501918556,-73.89153524105375
882a100ce7fffff,40.683789347019506,-73.8891061449568
882a100ce9fffff,40.69479230608087,-73.87241479944173
882a100cebfffff,40.68693080814135,-73.86998877745954
882a100cedfffff,40.6971524972506,-73.88318938922231
882a100d01fffff,40.74274905936816,-73.95762841287764
882a100d03fffff,40.73488430974409,-73.95518547663882
882a100d05fffff,40.74510302327974,-73.96841901882222
882a100d07fffff,40.7372382338593,-73.96597413244179
882a100d09fffff,40.74825962762468,-73.94928078918478
882a100d0bfffff,40.740394180025554,-73.94683898038865
882a100d0dfffff,40.750614546985304,-73.9600721722415
882a100d11fffff,40.72466549971743,-73.94195782977722
882a100d13fffff,40.71680226747969,-73.93951848714897
882a100d15fffff,40.72702029834894,-73.95274336311812
882a100d17fffff,40.7191570254184,-73.95030207190884
882a100d19fffff,40.73017371692854,-73.93361168526361
882a100d1bfffff,40.72230978691587,-73.931173469992
882a100d1dfffff,40.73252947064457,-73.944397994055
882a100d21fffff,40.74194333566657,-73.98755496140967
882a100d23fffff,40.73407920554711,-73.9851069987431
882a100d25fffff,40.744294512623796,-73.99834713342568
882a100d27fffff,40.736430343823116,-73.9958972205727
882a100d29fffff,40.7474560713926,-73.97921079764828
882a100d2bfffff,40.73959124262263,-73.97676396089014
882a100d2dfffff,40.74980820333916,-73.99000374878119
882a100d31fffff,40.723863798654364,-73.97187275909451
882a100d33fffff,40.71600118392775,-73.9694283932427
882a100d35fffff,40.72621581321689,-73.98265986037386
882a100d37fffff,40.718353158911775,-73.9802135458946
882a100d39fffff,40.72937418244271,-73.96353006944172
882a100d3bfffff,40.721510869265764,-73.96108682941502
882a100d3dfffff,40.731727151631226,-73.97431794817466
882a100d41fffff,40.761636821408395,-73.94337276435117
882a100d43fffff,40.75376993809561,-73.94093126106601
882a100d45fffff,40.763992736533424,-73.95416687579231
882a100d47fffff,40.756125813206,-73.9517234208503
882a100d49fffff,40.76714757105887,-73.93502020244684
882a100d4bfffff,40.75927999024754,-73.93257982822426
882a100d4dfffff,40.76950444245628,-73.94581509065677
882a100d51fffff,40.74354704274161,-73.92770154644333
882a100d53fffff,40.73568167651888,-73.92526363807171
882a100d55fffff,40.74590379275409,-73.9384905803942
882a100d57fffff,40.73803838561982,-73.93605072192892
882a100d59fffff,40.749055441476806,-73.91935046730184
882a100d5bfffff,40.74118937795546,-73.91691368790532
882a100d5dfffff,40.75141314739644,-73.93014027635867
882a100d61fffff,40.7608348151879,-73.97331126335344
882a100d63fffff,40.752968550468005,-73.97086472899026
882a100d65fffff,40.76318794132349,-73.984106944923
882a100d67fffff,40.75532163770499,-73.98165845885661
882a100d69fffff,40.766347735254335,-73.96496216197336
882a100d6bfffff,40.758480772359455,-73.96251675513757
882a100d6dfffff,40.76870181720305,-73.97575862231949
882a100d81fffff,40.68771132304884,-73.94054512206203
882a100d83fffff,40.67985174596961,-73.93810793631913
882a100d85fffff,40.690065003663825,-73.95132209091157
882a100d87fffff,40.6822053852155,-73.94888295965622
882a100d89fffff,40.69321700525514,-73.93220538510187
882a100d8bfffff,40.68535673012638,-73.92976932501348
882a100d8dfffff,40.69557163976815,-73.94298312808696
882a100d91fffff,40.66963839969568,-73.92489966329701
882a100d93fffff,40.66178034486229,-73.92246606085962
882a100d95fffff,40.67199290876491,-73.93567157045317
882a100d97fffff,40.66413481166913,-73.9332360240593
882a100d99fffff,40.675141732259135,-73.91656140490991
882a100d9bfffff,40.66728297957691,-73.9141289280397
882a100d9dfffff,40.677497194861765,-73.92733408454679
882a100da1fffff,40.68690992665365,-73.97043651873959
882a100da3fffff,40.67905096600579,-73.96799431760914
882a100da5fffff,40.68926082811238,-73.98121505334214
882a100da7fffff,40.68140182720796,-73.9787709066528
882a100da9fffff,40.692417771604255,-73.96210023099063
882a100dabfffff,40.68455811223245,-73.95965915398693
882a100dadfffff,40.694769626503195,-73.97287954172717
882a100db1fffff,40.668841012001906,-73.9547794631652
882a100db3fffff,40.66098357161216,-73.95234084853651
882a100db5fffff,40.67119274479436,-73.96555293793008
882a100db7fffff,40.663335263253906,-73.96311237929687
882a100db9fffff,40.67434650641759,-73.94644464893786
882a100dbbfffff,40.666488367504606,-73.9440071583513
882a100dbdfffff,40.676699192286804,-73.95721889818026
882a100dc1fffff,40.70658414386775,-73.92629950200593
882a100dc3fffff,40.69872243130249,-73.92386374848017
882a100dc5fffff,40.70893977416665,-73.93707996576418
882a100dc7fffff,40.70107802001348,-73.93464226521701
882a100dc9fffff,40.71209001079872,-73.91795483815808
882a100dcbfffff,40.70422760065885,-73.91552021190155
882a100dcdfffff,40.71444659581721,-73.92873607570803
882a100dd1fffff,40.68850499943893,-73.91065341752899
882a100dd3fffff,40.68064480882803,-73.90822124860331
882a100dd5fffff,40.69086145835625,-73.92142881472556
882a100dd7fffff,40.68300122526365,-73.91899470033704
882a100dd9fffff,40.69400851685579,-73.90231023582788
882a100ddbfffff,40.68614762887076,-73.89987919408271
882a100dddfffff,40.696365930127364,-73.91308640516017
882a100de1fffff,40.70578645857306,-73.95620281665516
882a100de3fffff,40.69792536152797,-73.95376204310934
882a100de5fffff,40.70813930768699,-73.9669848502124
882a100de7fffff,40.70027817016744,-73.96454212959712
882a100de9fffff,40.71129449118792,-73.9478616026046
882a100debfffff,40.7034326958928,-73.94542195479927
882a100dedfffff,40.713648294564074,-73.95864441195499
882a100e01fffff,40.764767369657015,-73.8236158280825
882a100e03fffff,40.75689804107122,-73.82119446339968
882a100e05fffff,40.76713443212517,-73.83440359975229
882a100e07fffff,40.759265059059935,-73.83198028363003
882a100e09fffff,40.7702694171667,-73.81524946904793
882a100e0bfffff,40.76239939379774,-73.8128292395504
882a100e0dfffff,40.77263743772841,-73.826038009442
882a100e11fffff,40.74666156642264,-73.80799122818834
882a100e13fffff,40.738793762886594,-73.8055734455161
882a100e15fffff,40.74902945220626,-73.81877391498926
882a100e17fffff,40.741161603297265,-73.81635418244717
882a100e19fffff,40.7521612666307,-73.79962637219607
882a100e1bfffff,40.7442927685113,-73.79720972461061
882a100e1dfffff,40.754530110138,-73.81040982606521
882a100e21fffff,40.76399635472308,-73.85355547049808
882a100e23fffff,40.756127633088596,-73.85112906903755
882a100e25fffff,40.76636063165748,-73.86434483599453
882a100e27fffff,40.75849186665983,-73.86191648303539
882a100e29fffff,40.76950058083185,-73.8451925539895
882a100e2bfffff,40.76163116373393,-73.8427672861863
882a100e2dfffff,40.77186581540689,-73.85598269022334
882a100e31fffff,40.74589454759339,-73.8379192029769
882a100e33fffff,40.73802734902132,-73.83549638676162
882a100e35fffff,40.748259650738895,-73.84870348543673
882a100e37fffff,40.740392407909304,-73.84627871929085
882a100e39fffff,40.75139642549187,-73.82955778444422
882a100e3bfffff,40.7435285316562,-73.82713610179051
882a100e3dfffff,40.75376248590932,-73.84034283598366
882a100e41fffff,40.78364265843445,-73.8093011160193
882a100e43fffff,40.775771201054965,-73.8068812062334
882a100e45fffff,40.786011682090844,-73.82009237769732
882a100e47fffff,40.77814018000959,-73.81767051496207
882a100e49fffff,40.78914487246865,-73.80092981232073
882a100e4bfffff,40.781272720787626,-73.79851103934617
882a100e4dfffff,40.79151485504051,-73.8117218423658
882a100e51fffff,40.76553063601187,-73.79367594067898
882a100e53fffff,40.75766070338783,-73.79125961417829
882a100e55fffff,40.76790048313762,-73.80446211260366
882a100e57fffff,40.76003050491779,-73.80204383472586
882a100e59fffff,40.771030502886276,-73.78530614363241
882a100e5bfffff,40.7631598761603,-73.78289095384314
882a100e5dfffff,40.773401308556885,-73.79609308226696
882a100e61fffff,40.78287539580534,-73.83925268442506
882a100e63fffff,40.77500454445218,-73.83682773321567
882a100e65fffff,40.78524163190533,-73.85004554401775
882a100e67fffff,40.777370736967576,-73.84761863979824
882a100e69fffff,40.78837979138591,-73.83088482380974
882a100e6bfffff,40.78050824504994,-73.82846100788281
882a100e6dfffff,40.79074698594888,-73.84167845378559
882a100e81fffff,40.70969761191556,-73.80668340289009
882a100e83fffff,40.701833466305764,-73.80426774363791
882a100e85fffff,40.712064358335226,-73.81745752841822
882a100e87fffff,40.70420016668312,-73.81503992236846
882a100e89fffff,40.71519479570091,-73.79832498469345
882a100e8bfffff,40.70732995522771,-73.7959104588074
882a100e8dfffff,40.717562498653834,-73.80909987599422
882a100e91fffff,40.691602498568535,-73.79108384620253
882a100e93fffff,40.683739882849935,-73.78867175867961
882a100e95fffff,40.69397006205835,-73.80185289783518
882a100e97fffff,40.68610739940704,-73.79943886507965
882a100e99fffff,40.69709733645256,-73.78272693035508
882a100e9bfffff,40.68923402607093,-73.78031597609859
882a100e9dfffff,40.699465856105654,-73.79349674611116
882a100ea1fffff,40.70893083649136,-73.83658782117104
882a100ea3fffff,40.70106729478511,-73.83416713623781
882a100ea5fffff,40.71129480518348,-73.847363540107
882a100ea7fffff,40.70343121854862,-73.84494090831545
882a100ea9fffff,40.71443019411699,-73.82823283482404
882a100eabfffff,40.70656595686814,-73.82581328173544
882a100eadfffff,40.71679511889133,-73.83900932153936
882a100eb1fffff,40.690839705354804,-73.82097661947495
882a100eb3fffff,40.68297769155816,-73.8185595094976
882a100eb5fffff,40.69320449400677,-73.83174726633652
882a100eb7fffff,40.68534243439025,-73.82932821106424
882a100eb9fffff,40.696336716170684,-73.81262313043
882a100ebbfffff,40.6884740070318,-73.81020715220029
882a100ebdfffff,40.69870246053607,-73.82339454342004
882a100ec1fffff,40.7285579937147,-73.7923788726592
882a100ec3fffff,40.7206917175065,-73.78996466748718
882a100ec5fffff,40.73092669976462,-73.80315647764496
882a100ec7fffff,40.72306037729128,-73.80074032417174
882a100ec9fffff,40.734055347391106,-73.78401552116524
882a100ecbfffff,40.726188376799556,-73.7816024509802
882a100ecdfffff,40.73642501079444,-73.79479389156603
882a100ed1fffff,40.71045665913346,-73.7767787494232
882a100ed3fffff,40.70259191252691,-73.77436811724687
882a100ed5fffff,40.71282618240411,-73.78755127564737
882a100ed7fffff,40.70496138864151,-73.78513869673739
882a100ed9fffff,40.71595166704897,-73.76841690387816
882a100edbfffff,40.7080862262592,-73.76600740658765
882a100eddfffff,40.71832214730232,-73.77919019386697
882a100ee1fffff,40.727794964122005,-73.82229518446319
882a100ee3fffff,40.719929290892935,-73.8198759489821
882a100ee5fffff,40.730160890428074,-73.8330743869336
882a100ee7fffff,40.72229517204844,-73.83065320308896
882a100ee9fffff,40.733294494579084,-73.81393526536962
882a100eebfffff,40.72542812628644,-73.81151716335307
882a100eedfffff,40.73566137778798,-73.82471523526479
882a100f01fffff,40.78131760499155,-73.89915504369341
882a100f03fffff,40.77344797443439,-73.89672001387638
882a100f05fffff,40.78367826336036,-73.90995108133271
882a100f07fffff,40.77580859145285,-73.90751409839365
882a100f09fffff,40.78682635754186,-73.89079408278782
882a100f0bfffff,40.77895603064226,-73.88836018518998
882a100f0dfffff,40.789187973463974,-73.90159089483858
882a100f11fffff,40.763217591499426,-73.88349485157869
882a100f13fffff,40.75534947972824,-73.88106341475304
882a100f15fffff,40.76557908202874,-73.89428580498087
882a100f17fffff,40.75771092801066,-73.89185241660068
882a100f19fffff,40.76872399416723,-73.87513538210432
882a100f1bfffff,40.760855186253295,-73.87270507740625
882a100f1dfffff,40.77108644188272,-73.88592710825569
882a100f21fffff,40.78052707741328,-73.92910580182499
882a100f23fffff,40.77265806162366,-73.92666573484021
882a100f25fffff,40.78288494561718,-73.93990341959135
882a100f27fffff,40.77501588959422,-73.93746139943343
882a100f29fffff,40.78603800537934,-73.92074829753432
882a100f2bfffff,40.77816829256885,-73.91830936123439
882a100f2dfffff,40.788396830679275,-73.93154669172426
882a100f31fffff,40.762431080288984,-73.91343395497815
882a100f33fffff,40.754563581292075,-73.91099748420822
882a100f35fffff,40.764789783546895,-73.9242264903627
882a100f37fffff,40.75692224341925,-73.92178806798546
882a100f39fffff,40.76793965747199,-73.90507793704046
882a100f3bfffff,40.76007146165394,-73.90264259686651
882a100f3dfffff,40.77029931745996,-73.91587124718465
882a100f41fffff,40.80020660946983,-73.88486480088794
882a100f43fffff,40.79233484856949,-73.88243121538099
882a100f45fffff,40.80256922481606,-73.89566434160035
882a100f47fffff,40.79469742234531,-73.89322880145569
882a100f49fffff,40.80571553430287,-73.87649889283932
882a100f4bfffff,40.79784307753989,-73.8740664411772
882a100f4dfffff,40.80807910802591,-73.88729920761315
882a100f51fffff,40.782100377892256,-73.86920399910507
882a100f53fffff,40.77423013548022,-73.86677400788257
882a100f55fffff,40.78446382556138,-73.87999845068568
882a100f57fffff,40.77659354068192,-73.8775665063955
882a100f59fffff,40.78760695297946,-73.86083958608936
882a100f5bfffff,40.77973601490431,-73.85841072861858
882a100f5dfffff,40.78997135865754,-73.87163481006792
882a100f61fffff,40.79941982000956,-73.91482751359605
882a100f63fffff,40.791548672958115,-73.91238888626445
882a100f65fffff,40.8017796431588,-73.92562863851361
882a100f67fffff,40.79390845565489,-73.92318805649158
882a100f69fffff,40.80493092320867,-73.90646506274072
882a100f6bfffff,40.797059079615224,-73.90402756771866
882a100f6dfffff,40.807291704277915,-73.91726696373489
882a101001fffff,40.99070597841612,-73.68117081028477
882a101003fffff,40.98281178144247,-73.67876203534802
882a101005fffff,40.99309388875685,-73.69200215734507
882a101007fffff,40.9851996457343,-73.68959141270422
882a101009fffff,40.99621203341289,-73.67274828861031
882a10100bfffff,40.98831714682188,-73.67034066698966
882a101013fffff,40.96463690470631,-73.66312269732543
882a101017fffff,40.967025596127584,-73.67394693428423
882a101023fffff,40.98207901209148,-73.708839909296
882a101027fffff,40.98446406679474,-73.71967092397473
882a10102bfffff,40.98758658884678,-73.70042199300161
882a101031fffff,40.971800218887864,-73.69559901666797
882a101033fffff,40.963908138027875,-73.69318875411574
882a101035fffff,40.97418614947447,-73.70642686094754
882a101037fffff,40.966294022791764,-73.70401463021393
882a101039fffff,40.97730613861794,-73.68718148514343
882a10103bfffff,40.96941336764685,-73.68477237425589
882a10103dfffff,40.97969303590718,-73.69801009616097
882a10105bfffff,40.9890398733486,-73.6402591781691
882a101085fffff,40.93784964998985,-73.6751440893114
882a101091fffff,40.91729632140249,-73.64870874986212
882a101093fffff,40.909408806711824,-73.64630927135603
882a101097fffff,40.91179716321206,-73.6571197504376
882a101099fffff,40.922795203765354,-73.64029583664669
882a10109bfffff,40.914906999557,-73.63789750946614
882a10109dfffff,40.92518457435391,-73.65110904085711
882a1010a1fffff,40.93473288018014,-73.69437387529331
882a1010a3fffff,40.92684443674941,-73.69196572653526
882a1010b3fffff,40.90868420450485,-73.67633975646977
882a1010b5fffff,40.91895673068383,-73.68955839295441
882a1010b7fffff,40.91106976222116,-73.68715187414543
882a1010b9fffff,40.92207221423447,-73.67033483632108
882a1010bdfffff,40.924458784469365,-73.68114968124404
882a1010cdfffff,40.96224729375948,-73.6522996639515
882a1010d3fffff,40.928293809762565,-73.63188101050166
882a1010d5fffff,40.938573826685584,-73.64509492807464
882a1010e1fffff,40.95363003509584,-73.67995660087468
882a1010e3fffff,40.94573947399306,-73.67754993756871
882a1010e5fffff,40.95601679356601,-73.69077930809767
882a1010edfffff,40.961521333059935,-73.68236407963506
882a101103fffff,40.99950747355297,-73.7545929185111
882a101111fffff,40.98923141025446,-73.74133655566587
882a101113fffff,40.98133841354844,-73.7389175992548
882a101115fffff,40.991613698259435,-73.75217117152835
882a101117fffff,40.98372065775876,-73.74975024526562
882a101119fffff,40.9947418873458,-73.73292094580177
882a10111bfffff,40.986848199641,-73.73050313962293
882a10111dfffff,40.997125141979154,-73.74375633212239
882a101131fffff,40.988482378205106,-73.77141913369881
882a101133fffff,40.980589986048834,-73.76899508864881
882a101137fffff,40.98296941886683,-73.77982935999867
882a101139fffff,40.99399506328043,-73.76300698663472
882a10113dfffff,40.99637550494204,-73.77384400040889
882a101153fffff,41.00025208849293,-73.72450341537908
882a101181fffff,40.952155848475655,-73.74007473924897
882a101183fffff,40.94426648553089,-73.7376579104642
882a101187fffff,40.94664758710466,-73.74848191507908
882a101189fffff,40.95766383593712,-73.73166564621414
882a10118bfffff,40.94977378169954,-73.72924996590594
882a10118dfffff,40.96004594740985,-73.74249238671392
882a101195fffff,40.93637785881431,-73.73524189995243
882a101197fffff,40.92848996856443,-73.73282670730677
882a10119dfffff,40.94188446367653,-73.726835103605
882a1011a1fffff,40.95140702791123,-73.77013351528001
882a1011a3fffff,40.94351826845453,-73.76771160584853
882a1011a5fffff,40.9537853663948,-73.78096110971686
882a1011a7fffff,40.945896563591795,-73.77853723348473
